"word","weight","pronunciation","verb","verbt","verbi","noun","adj","adv","prep","conj","sentence","looklike","homoionym","antonym"
"introvert","234","/ˈɪntrəvɜːt/","","","","性格内向的人","","","","","","","",""
"rectangle","1689","/ˈrektæŋgl/","","","","长方形，矩形","","","","","","","",""
"sociable","352","/ˈsəuʃəbl/","","","","","友善的，友好的；好交际的，合群的","","","","","","",""
"spacious","2088","/ˈspeɪʃəs/","","","","","宽广的，宽敞的","","","","","","",""
"religion","30711","/rɪˈlɪdʒən/","","","","宗教；宗教信仰","","","","","","","",""
"repay","2420","/rɪˈpeɪ/","归还（款项）；报答","","","","","","","","","","",""
"humour","0","/ˈhjuːmə(r)/","","","","幽默，幽默感","","","","","","","",""
"global","40980","/ˈgləubl/","","","","","全球的，全世界的；整体的，全面的","","","","","","",""
"endure","8222","/ɪnˈdjuə(r)/","忍受；持久，持续","","","","","","","","","","",""
"helicopter","10657","/ˈhelɪkɔptə(r)/","","","","直升飞机","","","","","","","",""
"knob","2555","/nɔb/","","","","球形把手；（机器等）旋钮","","","","","","","",""
"midst","6239","/mɪdst/","","","","中间","","","","","","","",""
"fluctuate","1032","/ˈflʌktʃueɪt/","（使）涨落，（使）起伏；（使）变化","","","","","","","","","","",""
"drought","4687","/draut/","","","","干旱，旱灾","","","","","","","",""
"insert","1371","/ɪnˈsɜːt/","插入，嵌入","","","","","","","","","","",""
"certificate","4877","/səˈtɪfɪkət/","","","","证书，执照","","","","","","","",""
"severe","15797","/sɪˈvɪə(r)/","","","","","严重的；严厉的；剧烈的","","","","","","",""
"diameter","4978","/daɪˈæmɪtə(r)/","","","","直径","","","","","","","",""
"disclose","6387","/dɪsˈkləuz/","","揭露；透露；公开","","","","","","","","","",""
"sheer","58","/ʃɪə(r)/","","","","","十足的；纯粹的；陡峭的","","","","","","",""
"successive","2394","/səkˈsesɪv/","","","","","连续的","","","","","","",""
"adjust","15885","/əˈdʒʌst/","校准；调节；使……适应","","","","","","","","","","",""
"require","96535","/rɪˈkwaɪə(r)/","","需要；命令；规定，要求","","","","","","","","","",""
"fairly","16717","/feəlɪ/","","","","","","相当地；公平地；简直，完全地","","","","","",""
"precise","7757","/prɪˈsaɪs/","","","","","精确的，准确的；严谨的","","","","","","",""
"wrestle","35","/ˈresl/","摔跤；全力对付；用力移动","","","","","","","","","","",""
"adolescence","3373","/ˏædəˈlesns/","","","","青春，青春期","","","","","","","",""
"commerce","0","/ˈkɔmɜːs/","","","","贸易，商业；交往，交流","","","","","","","",""
"condensation","739","/ˏkɔndenˈseɪʃn/","","","","浓缩，凝结","","","","","","","",""
"facial","311","/ˈfeɪʃl/","","","","","面部的；面部用的","","","","","","",""
"hover","5410","/ˈhɔvə(r)/","（鸟等）翱翔，盘旋；逗留在近旁，徘徊；彷徨，犹豫","","","","","","","","","","",""
"imprecise","407","/ˏɪmprɪˈsaɪs/","","","","","不精确的，不严密的","","","","","","",""
"inactive","914","/ɪnˈæktɪv/","","","","","不活动的；懒散的","","","","","","",""
"longitude","586","/ˈlɔndʒɪtjuːd/","","","","经度，经线","","","","","","","",""
"procrastinate","219","/prəuˈkræstɪneɪt/","耽搁，拖延","","","","","","","","","","",""
"rarity","1138","/ˈreərətɪ/","","","","稀有；稀有的事物","","","","","","","",""
"seclude","115","/sɪˈkluːd/","","使隔离，使孤立","","","","","","","","","",""
"almond","3282","/ˈɑːmənd/","","","","杏树；杏仁","","","","","","","",""
"scenery","2300","/ˈsiːnərɪ/","","","","舞台布景；风景，景色","","","","","","","",""
"stagnate","456","/stægˈneɪt/","（使）停滞；不发展","","","","","","","","","","",""
"ozone","4306","/ˈəuzəun/","","","","臭氧","","","","","","","",""
"tap","3820","/tæp/","轻拍；利用，开发","","","","","","","","","","",""
"owe","10943","/əu/","","欠；把……归功于","","","","","","","","","",""
"ministry","12181","/ˈmɪnɪstrɪ/","","","","（政府的）部","","","","","","","",""
"laser","7766","/ˈleɪzə(r)/","","","","激光","","","","","","","",""
"association","0","/əˏsəusɪˈeɪʃn/","","","","协会","","","","","","","",""
"tempt","4322","/tempt/","","引诱；吸引","","","","","","","","","",""
"naturally","12130","/ˈnætʃrəlɪ/","","","","","","当然，自然；天生地","","","","","",""
"microscope","2218","/ˈmaɪkrəskəup/","","","","显微镜","","","","","","","",""
"estate","22690","/ɪˈsteɪt/","","","","个人财产，（尤指）遗产；土地，地产，（尤指）庄园","","","","","","","",""
"discourage","6558","/dɪˈskʌrɪdʒ/","","使泄气，使灰心；阻止，劝阻","","","","","","","","","",""
"briefcase","2763","/ˈbriːfkeɪs/","","","","公文包","","","","","","","",""
"candidate","47285","/ˈkændɪdət/","","","","候选人，候补者；申请求职者；报考者","","","","","","","",""
"melt","132","/melt/","（使）融化；（使）消散","","","","","","","","","","",""
"aerospace","1980","/ˈeərəuspeɪs/","","","","宇宙空间；航空航天技术","","","","","","","",""
"suppose","17655","/səˈpəuz/","假想，假定，猜想，推测；[用于祈使句]假定，让；[常用于被动语态]期望做（某事），认为应该做（某事）","","","","","","","","","","",""
"tenable","161","/ˈtenəbl/","","","","","站得住脚的；可防守的","","","","","","",""
"sustain","11299","/səˈsteɪn/","支撑，撑住，承受住；维持，保持；经受，遭受，忍耐","","","","","","","","","","",""
"straw","5771","/strɔː/","","","","稻草；吸管","","","","","","","",""
"receiver","9651","/rɪˈsiːvə(r)/","","","","（电话）听筒；接收器","","","","","","","",""
"monopoly","4228","/məˈnɔpəlɪ/","","","","垄断，专卖；垄断商品，专卖商品","","","","","","","",""
"bureaucracy","5342","/bjuəˈrɔkrəsɪ/","","","","官僚主义；官僚机构","","","","","","","",""
"construction","29406","/kənˈstrʌkʃn/","","","","建造；建筑物；构造","","","","","","","",""
"endorse","7773","/ɪnˈdɔːs/","","支持，赞同","","","","","","","","","",""
"embryo","3349","/ˈembrɪəu/","","","","胚，胚胎；事物的萌芽期","","","","","","","",""
"silicon","0","/ˈsɪlɪkən/","","","","硅","","","","","","","",""
"intelligence","29821","/ɪnˈtelɪdʒəns/","","","","智力，理解力；情报","","","","","","","",""
"discard","370","/dɪˈskɑːd/","","丢弃，遗弃","","","","","","","","","",""
"devalue","864","/ˏdiːˈvæljuː/","使（货币）贬值；贬低","","","","","","","","","","",""
"abide","2121","/əˈbaɪd/","停留，逗留；容忍，忍受","","","","","","","","","","",""
"oxygen","7958","/ˈɔksɪdʒən/","","","","氧，氧气","","","","","","","",""
"pervasive","3167","/pəˈveɪsɪv/","","","","","遍布的，弥漫的","","","","","","",""
"encroach","684","/ɪnˈkrəutʃ/","","","侵入，侵占，侵犯；侵蚀，蚕食（土地）","","","","","","","","",""
"fantastic","5919","/fænˈtæstɪk/","","","","","极好的；荒诞的，奇异的；不切实际的","","","","","","",""
"inflict","3315","/ɪnˈflɪkt/","","把……强加给，使遭受，使承受","","","","","","","","","",""
"mosquito","4480","/məsˈkiːtəu/","","","","蚊子","","","","","","","",""
"extravagant","1440","/ɪkˈstrævəgənt/","","","","","奢侈的，铺张的；（言行等）无节制的，过分的，放肆的","","","","","","",""
"jargon","1055","/ˈdʒɑːgən/","","","","行话，行业术语；黑话","","","","","","","",""
"diverse","12963","/daɪˈvɜːs/","","","","","不同的，多样的","","","","","","",""
"extinguish","1154","/ɪkˈstɪŋgwɪʃ/","","熄灭，扑灭；消灭，使破灭","","","","","","","","","",""
"estrange","45","/ɪˈstreɪndʒ/","","使疏远，使分离","","","","","","","","","",""
"neoclassical","737","/ˏniːəuˈklæsɪkl/","","","","","新古典主义的","","","","","","",""
"ulterior","292","/ʌlˈtɪərɪə(r)/","","","","","较远的；不可告人的，隐秘的，秘密的","","","","","","",""
"stringent","1862","/ˈstrɪndʒənt/","","","","","（法律、规则等）严格的，苛刻的；（财政状况）紧缩的，短缺的，银根紧的；迫切的","","","","","","",""
"novice","2667","/ˈnɔvɪs/","","","","生手，新手；初学者；新信徒，初学修士（或修女）","","","","","","","",""
"hinder","2342","/ˈhɪndə(r)/","","阻碍，妨碍","","","","","","","","","",""
"shallow","32","/ˈʃæləu/","","","","","浅的；肤浅的，浅薄的","","","","","","",""
"inundate","953","/ˈɪnʌndeɪt/","","淹没，泛滥的；使不胜负荷，使应接不暇","","","","","","","","","",""
"erode","3025","/ɪˈrəud/","侵蚀，腐蚀；削弱，损害","","","","","","","","","","",""
"alienate","2308","/ˈeɪlɪəneɪt/","","使疏远，使不友好；转让，让渡（财产等）","","","","","","","","","",""
"brazen","760","/ˈbreɪzn/","","","","","黄铜制的，黄铜色的；厚颜无耻的","","","","","","",""
"tortoise","989","/ˈtɔːtəs/","","","","龟，陆龟；行动迟缓的人","","","","","","","",""
"commiserate","238","/kəˈmɪzəreɪt/","","","同情，怜悯","","","","","","","","",""
"pavement","3412","/ˈpeɪvmənt/","","","","人行道；地面，路面","","","","","","","",""
"antiquated","786","/ˈæntɪkweɪtɪd/","","","","","陈旧的，过时的；废弃的","","","","","","",""
"incinerate","396","/ɪnˈsɪnəreɪt/","","焚化，焚毁，把……烧成灰烬","","","","","","","","","",""
"enslave","751","/ɪnˈsleɪv/","","奴役，征服，使受控制","","","","","","","","","",""
"timid","1266","/ˈtɪmɪd/","","","","","胆小的；羞怯的","","","","","","",""
"vile","896","/vaɪl/","","","","","糟糕透顶的，可恶的；恶劣的，卑鄙的","","","","","","",""
"diesel","3640","/ˈdiːzl/","","","","柴油；柴油机；柴油车","","","","","","","",""
"guzzle","317","/ˈgʌzl/","狂饮，暴饮；大量消耗","","","","","","","","","","",""
"revive","4780","/rɪˈvaɪv/","（使）苏醒，复活；重新使用","","","","","","","","","","",""
"inhumane","388","/ˏɪnhjuːˈmeɪn/","","","","","不近人情的，残忍的，不人道的","","","","","","",""
"imperil","530","/ɪmˈperəl/","","使陷于危险，危及","","","","","","","","","",""
"diverge","901","/daɪˈvɜːdʒ/","","","（道路，线条等）分开，岔开；（意见、观点等）分歧，相异；偏离，违背","","","","","","","","",""
"verbal","7661","/ˈvɜːbl/","","","","","口头的；言辞的，文字的，词语的；动词的","","","","","","",""
"disable","1355","/dɪsˈeɪbl/","","使丧失能力，使伤残；使不能正常运转，使无效","","","","","","","","","",""
"seduce","2056","/sɪˈdjuːs/","","勾引，引诱；诱使，唆使","","","","","","","","","",""
"relocate","3032","/ˏriːləuˈkeɪt/","重新安置，（使）搬迁，迁移","","","","","","","","","","",""
"sedentary","918","/ˈsedntrɪ/","","","","","（工作、活动等）需要久坐的；（人）惯于久坐不动的；（人或动物）定居的，不迁徙的；沉积的","","","","","","",""
"kindergarten","3927","/ˈkɪndəgɑːtn/","","","","幼儿园","","","","","","","",""
"molten","999","/ˈməultən/","","","","","熔化的","","","","","","",""
"saturate","1288","/ˈsætʃəreɪt/","","使湿透，浸透；使充满，使饱和","","","","","","","","","",""
"obscene","1645","/əbˈsiːn/","","","","","淫秽的，猥亵的，下流的；可憎的，可恶的；（数量）大得惊人的，骇人听闻的","","","","","","",""
"authentic","5382","/ɔːˈθentɪk/","","","","","真品的，真迹的；真正的，真实的，逼真的","","","","","","",""
"righteous","1354","/ˈraɪtʃəs/","","","","","正义的，正直的；公正的；正当的","","","","","","",""
"purify","903","/ˈpjuərɪfaɪ/","","使洁净，使纯洁，净化；提纯，精炼","","","","","","","","","",""
"gregarious","535","/grɪˈgeərɪəs/","","","","","群居的；合群的；爱交际的","","","","","","",""
"instil","938","/ɪnˈstɪl/","","滴注；逐渐灌输；逐步培养（感受、思想等）","","","","","","","","","",""
"infringe","740","/ɪnˈfrɪndʒ/","侵犯，侵害；违背，触犯（法规）；干涉，干扰","","","","","","","","","","",""
"algebra","1291","/ˈældʒɪbrə/","","","","代数","","","","","","","",""
"barbaric","702","/bɑːˈbærɪk/","","","","","野蛮的，粗鲁的；残暴的，残忍的；原始部落的","","","","","","",""
"retaliate","1128","/rɪˈtælɪeɪt/","","","报复，反击；复仇","","","","","","","","",""
"prosper","2193","/ˈprɔspə(r)/","","","繁荣，兴旺；成功","","","","","","","","",""
"gorilla","1895","/gəˈrɪlə/","","","","大猩猩","","","","","","","",""
"despoil","134","/dɪˈspɔɪl/","","抢夺，掠夺；蹂躏，破坏","","","","","","","","","",""
"discourteous","45","/dɪsˈkɜːtɪəs/","","","","","无礼的，粗鲁的","","","","","","",""
"gene","21394","/dʒiːn/","","","","基因","","","","","","","",""
"lax","1211","/læks/","","","","","懒散的；松弛的，不严格的，马虎的","","","","","","",""
"lenient","625","/ˈliːnɪənt/","","","","","（执法时）宽大的，宽容的；厚道的，仁慈的","","","","","","",""
"enact","5957","/ɪˈnækt/","通过（法律）；扮演（角色）","","","","","","","","","","",""
"resent","3279","/rɪˈzent/","愤恨；对……表示愤恨，感到气愤","","","","","","","","","","",""
"affluent","2821","/ˈæfluənt/","","","","","丰富的，富裕的","","","","","","",""
"trunk","8990","/trʌŋk/","","","","树干，躯干；大箱子；象鼻","","","","","","","",""
"coexist","1616","/ˏkəuɪgˈzɪst/","","","共存","","","","","","","","",""
"aviation","3694","/ˏeɪvɪˈəɪʃn/","","","","航空，飞行；航空制造业","","","","","","","",""
